"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"NANO XRP - COINBASE DERIVATIVES, LLC",260630,2026-06-30,176LM1,FREX,00,176 ,    8942,       0,       0,       0,       0,       0,       0,    6591,    8469,      16,    1973,     305,       0,    8580,    8790,     362,     152,  -21900,       0,       0,       0,       0,       0,       0,  -19882,  -20217,    -901,    -873,    -788,       0,  -21656,  -21906,    -244,       6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   73.7,   94.7,    0.2,   22.1,    3.4,    0.0,   96.0,   98.3,    4.0,    1.7,     33,      0,      0,      0,      0,      0,      0,      4,      5,.,     19,      5,      0,     24,     10,    81.6,    93.6,    87.8,    97.7,    81.6,    93.4,    87.8,    97.5,"(500 XRP x $2.00 = $1000)","176LM1","FREX","176 ","F85","FutOnly"
"NANO XRP - COINBASE DERIVATIVES, LLC",260623,2026-06-23,176LM1,FREX,00,176 ,   30842,       0,       0,       0,       0,       0,       0,   26473,   28686,     917,    2846,    1093,       0,   30236,   30696,     606,     146,    1323,       0,       0,       0,       0,       0,       0,     319,     326,     532,     398,     513,       0,    1249,    1371,      74,     -48,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   85.8,   93.0,    3.0,    9.2,    3.5,    0.0,   98.0,   99.5,    2.0,    0.5,     42,      0,      0,      0,      0,      0,      0,.,      7,.,     25,      7,      0,     29,     16,    90.6,    94.6,    93.2,    98.1,    88.6,    92.2,    90.7,    95.4,"(500 XRP x $2.00 = $1000)","176LM1","FREX","176 ","F85","FutOnly"
"NANO XRP - COINBASE DERIVATIVES, LLC",260616,2026-06-16,176LM1,FREX,00,176 ,   29519,       0,       0,       0,       0,       0,       0,   26154,   28360,     385,    2448,     580,       0,   28987,   29325,     532,     194,    1036,       0,       0,       0,       0,       0,       0,     816,     986,     138,     239,    -105,       0,    1193,    1019,    -157,      17,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   88.6,   96.1,    1.3,    8.3,    2.0,    0.0,   98.2,   99.3,    1.8,    0.7,     35,      0,      0,      0,      0,      0,      0,.,      6,.,     22,      5,      0,     25,     12,    91.9,    95.5,    94.1,    98.5,    91.2,    94.8,    93.3,    97.5,"(500 XRP x $2.00 = $1000)","176LM1","FREX","176 ","F85","FutOnly"
"NANO XRP - COINBASE DERIVATIVES, LLC",260609,2026-06-09,176LM1,FREX,00,176 ,   28483,       0,       0,       0,       0,       0,       0,   25338,   27374,     247,    2209,     685,       0,   27794,   28306,     689,     177,    6983,       0,       0,       0,       0,       0,       0,    5981,    6294,     247,     625,     365,       0,    6853,    6906,     130,      77,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   89.0,   96.1,    0.9,    7.8,    2.4,    0.0,   97.6,   99.4,    2.4,    0.6,     39,      0,      0,      0,      0,      0,      0,.,      5,.,     24,      8,      0,     27,     14,    91.4,    96.5,    93.8,    98.4,    91.0,    96.1,    93.4,    97.8,"(500 XRP x $2.00 = $1000)","176LM1","FREX","176 ","F85","FutOnly"
"NANO XRP - COINBASE DERIVATIVES, LLC",260602,2026-06-02,176LM1,FREX,00,176 ,   21500,       0,       0,       0,       0,       0,       0,   19357,   21080,       0,    1584,     320,       0,   20941,   21400,     559,     100,  -22811,       0,       0,       0,       0,       0,       0,  -22476,  -22662,     -10,    -280,     -87,       0,  -22766,  -22759,     -45,     -52,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   90.0,   98.0,    0.0,    7.4,    1.5,    0.0,   97.4,   99.5,    2.6,    0.5,     30,      0,      0,      0,      0,      0,      0,.,      6,      0,     19,      4,      0,     20,     10,    92.6,    97.3,    94.8,    99.3,    92.6,    97.3,    94.8,    99.3,"(500 XRP x $2.00 = $1000)","176LM1","FREX","176 ","F85","FutOnly"
"NANO XRP - COINBASE DERIVATIVES, LLC",260526,2026-05-26,176LM1,FREX,00,176 ,   44311,       0,       0,       0,       0,       0,       0,   41833,   43742,      10,    1864,     407,       0,   43707,   44159,     604,     152,     619,       0,       0,       0,       0,       0,       0,    1034,     996,      -7,    -474,    -342,       0,     553,     647,      66,     -28,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   94.4,   98.7,    0.0,    4.2,    0.9,    0.0,   98.6,   99.7,    1.4,    0.3,     34,      0,      0,      0,      0,      0,      0,.,      6,.,     22,      4,      0,     24,     11,    95.4,    98.4,    96.8,    99.5,    95.4,    98.4,    96.7,    99.5,"(500 XRP x $2.00 = $1000)","176LM1","FREX","176 ","F85","FutOnly"
"NANO XRP - COINBASE DERIVATIVES, LLC",260519,2026-05-19,176LM1,FREX,00,176 ,   43692,       0,       0,       0,       0,       0,       0,   40799,   42746,      17,    2338,     749,       0,   43154,   43512,     538,     180,    3242,       0,       0,       0,       0,       0,       0,    3636,    3378,      17,    -294,    -130,       0,    3359,    3265,    -117,     -23,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   93.4,   97.8,    0.0,    5.4,    1.7,    0.0,   98.8,   99.6,    1.2,    0.4,     38,      0,      0,      0,      0,      0,      0,.,      6,.,     22,      7,      0,     26,     14,    94.9,    97.5,    96.3,    98.9,    94.9,    97.5,    96.3,    98.9,"(500 XRP x $2.00 = $1000)","176LM1","FREX","176 ","F85","FutOnly"
"NANO XRP - COINBASE DERIVATIVES, LLC",260512,2026-05-12,176LM1,FREX,00,176 ,   40450,       0,       0,       0,       0,       0,       0,   37163,   39368,       0,    2632,     879,       0,   39795,   40247,     655,     203,    -284,       0,       0,       0,       0,       0,       0,   -1128,    -304,       0,     699,      18,       0,    -429,    -286,     145,       2,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   91.9,   97.3,    0.0,    6.5,    2.2,    0.0,   98.4,   99.5,    1.6,    0.5,     38,      0,      0,      0,      0,      0,      0,.,      6,      0,     23,      7,      0,     25,     13,    94.0,    96.1,    95.9,    98.4,    94.0,    96.1,    95.9,    98.4,"(500 XRP x $2.00 = $1000)","176LM1","FREX","176 ","F85","FutOnly"
"NANO XRP - COINBASE DERIVATIVES, LLC",260505,2026-05-05,176LM1,FREX,00,176 ,   40734,       0,       0,       0,       0,       0,       0,   38291,   39672,       0,    1933,     861,       0,   40224,   40533,     510,     201,   11896,       0,       0,       0,       0,       0,       0,   12539,   11700,       0,    -668,     157,       0,   11871,   11857,      25,      39,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   94.0,   97.4,    0.0,    4.7,    2.1,    0.0,   98.7,   99.5,    1.3,    0.5,     35,      0,      0,      0,      0,      0,      0,.,      8,      0,     18,      8,      0,     19,     16,    96.3,    87.8,    97.6,    97.4,    96.3,    87.8,    97.6,    97.4,"(500 XRP x $2.00 = $1000)","176LM1","FREX","176 ","F85","FutOnly"
"NANO XRP - COINBASE DERIVATIVES, LLC",260428,2026-04-28,176LM1,FREX,00,176 ,   28838,       0,       0,       0,       0,       0,       0,   25752,   27972,       0,    2601,     704,       0,   28353,   28676,     485,     162,   -5392,       0,       0,       0,       0,       0,       0,   -2661,   -2919,   -2248,    -408,    -133,       0,   -5317,   -5300,     -75,     -92,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   89.3,   97.0,    0.0,    9.0,    2.4,    0.0,   98.3,   99.4,    1.7,    0.6,     33,      0,      0,      0,      0,      0,      0,.,      8,      0,     19,      5,      0,     20,     13,    93.7,    78.4,    96.1,    97.9,    93.7,    78.4,    96.1,    97.9,"(500 XRP x $2.00 = $1000)","176LM1","FREX","176 ","F85","FutOnly"
"NANO XRP - COINBASE DERIVATIVES, LLC",260421,2026-04-21,176LM1,FREX,00,176 ,   34230,       0,       0,       0,       0,       0,       0,   28413,   30891,    2248,    3009,     837,       0,   33670,   33976,     560,     254,   10645,       0,       0,       0,       0,       0,       0,    8245,    8286,    2248,     190,      92,       0,   10683,   10626,     -38,      19,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   83.0,   90.2,    6.6,    8.8,    2.4,    0.0,   98.4,   99.3,    1.6,    0.7,     39,      0,      0,      0,      0,      0,      0,      4,      6,.,     24,      5,      0,     29,     12,    89.0,    89.3,    94.2,    97.7,    84.4,    86.1,    88.1,    91.6,"(500 XRP x $2.00 = $1000)","176LM1","FREX","176 ","F85","FutOnly"
"NANO XRP - COINBASE DERIVATIVES, LLC",260414,2026-04-14,176LM1,FREX,00,176 ,   23585,       0,       0,       0,       0,       0,       0,   20168,   22605,       0,    2819,     745,       0,   22987,   23350,     598,     235,    9057,       0,       0,       0,       0,       0,       0,    8387,   10153,       0,     733,   -1179,       0,    9120,    8974,     -63,      83,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   85.5,   95.8,    0.0,   12.0,    3.2,    0.0,   97.5,   99.0,    2.5,    1.0,     40,      0,      0,      0,      0,      0,      0,.,      6,      0,     26,      5,      0,     29,     11,    89.5,    87.8,    92.4,    97.7,    89.5,    87.8,    92.4,    97.7,"(500 XRP x $2.00 = $1000)","176LM1","FREX","176 ","F85","FutOnly"
"NANO XRP - COINBASE DERIVATIVES, LLC",260407,2026-04-07,176LM1,FREX,00,176 ,   14528,       0,       0,       0,       0,       0,       0,   11781,   12452,       0,    2086,    1924,       0,   13867,   14376,     661,     152,    -530,       0,       0,       0,       0,       0,       0,    -708,   -1576,       0,     230,    1074,       0,    -478,    -502,     -52,     -28,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   81.1,   85.7,    0.0,   14.4,   13.2,    0.0,   95.5,   99.0,    4.5,    1.0,     43,      0,      0,      0,      0,      0,      0,      4,      6,      0,     24,      9,      0,     28,     15,    82.5,    85.0,    87.2,    96.4,    82.5,    85.0,    87.2,    96.4,"(500 XRP x $2.00 = $1000)","176LM1","FREX","176 ","F85","FutOnly"
"NANO XRP - COINBASE DERIVATIVES, LLC",260331,2026-03-31,176LM1,FREX,00,176 ,   15058,       0,       0,       0,       0,       0,       0,   12489,   14028,       0,    1856,     850,       0,   14345,   14878,     713,     180,  -28577,       0,       0,       0,       0,       0,       0,  -22071,  -21775,   -6557,      76,    -208,       0,  -28552,  -28540,     -25,     -37,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   82.9,   93.2,    0.0,   12.3,    5.6,    0.0,   95.3,   98.8,    4.7,    1.2,     40,      0,      0,      0,      0,      0,      0,      4,      5,      0,     22,      9,      0,     26,     14,    83.7,    87.4,    88.3,    96.3,    83.7,    87.4,    88.3,    96.3,"(500 XRP x $2.00 = $1000)","176LM1","FREX","176 ","F85","FutOnly"
"NANO XRP - COINBASE DERIVATIVES, LLC",260324,2026-03-24,176LM1,FREX,00,176 ,   43635,       0,       0,       0,       0,       0,       0,   34560,   35803,    6557,    1780,    1058,       0,   42897,   43418,     738,     217,    7394,       0,       0,       0,       0,       0,       0,    1286,    1088,    6548,    -390,    -173,       0,    7444,    7463,     -50,     -69,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   79.2,   82.1,   15.0,    4.1,    2.4,    0.0,   98.3,   99.5,    1.7,    0.5,     49,      0,      0,      0,      0,      0,      0,.,      7,.,     28,     11,      0,     34,     18,    94.1,    93.4,    95.6,    97.7,    80.0,    78.4,    81.1,    82.7,"(500 XRP x $2.00 = $1000)","176LM1","FREX","176 ","F85","FutOnly"
"NANO XRP - COINBASE DERIVATIVES, LLC",260317,2026-03-17,176LM1,FREX,00,176 ,   36241,       0,       0,       0,       0,       0,       0,   33274,   34715,       9,    2170,    1231,       0,   35453,   35955,     788,     286,     491,       0,       0,       0,       0,       0,       0,     -67,     377,       0,     575,      61,       0,     508,     438,     -17,      53,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   91.8,   95.8,    0.0,    6.0,    3.4,    0.0,   97.8,   99.2,    2.2,    0.8,     48,      0,      0,      0,      0,      0,      0,.,      7,.,     27,     12,      0,     30,     19,    93.1,    90.9,    94.8,    96.5,    93.1,    90.8,    94.8,    96.5,"(500 XRP x $2.00 = $1000)","176LM1","FREX","176 ","F85","FutOnly"
"NANO XRP - COINBASE DERIVATIVES, LLC",260310,2026-03-10,176LM1,FREX,00,176 ,   35750,       0,       0,       0,       0,       0,       0,   33341,   34338,       9,    1595,    1170,       0,   34945,   35517,     805,     233,   22952,       0,       0,       0,       0,       0,       0,   23084,   22961,      -9,    -209,      34,       0,   22866,   22986,      86,     -34,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   93.3,   96.1,    0.0,    4.5,    3.3,    0.0,   97.7,   99.3,    2.3,    0.7,     41,      0,      0,      0,      0,      0,      0,.,      8,.,     21,     11,      0,     23,     19,    94.8,    86.7,    95.9,    96.6,    94.8,    86.7,    95.9,    96.6,"(500 XRP x $2.00 = $1000)","176LM1","FREX","176 ","F85","FutOnly"
"NANO XRP - COINBASE DERIVATIVES, LLC",260303,2026-03-03,176LM1,FREX,00,176 ,   12798,       0,       0,       0,       0,       0,       0,   10257,   11377,      18,    1804,    1136,       0,   12079,   12531,     719,     267,  -17499,       0,       0,       0,       0,       0,       0,  -15680,  -16823,    -864,    -667,     140,       0,  -17211,  -17547,    -288,      48,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   80.1,   88.9,    0.1,   14.1,    8.9,    0.0,   94.4,   97.9,    5.6,    2.1,     44,      0,      0,      0,      0,      0,      0,.,.,.,     28,     10,      0,     32,     14,    81.6,    92.9,    86.1,    96.3,    81.6,    92.8,    86.0,    96.2,"(500 XRP x $2.00 = $1000)","176LM1","FREX","176 ","F85","FutOnly"
"NANO XRP - COINBASE DERIVATIVES, LLC",260224,2026-02-24,176LM1,FREX,00,176 ,   30297,       0,       0,       0,       0,       0,       0,   25937,   28200,     882,    2471,     996,       0,   29290,   30078,    1007,     219,   -1516,       0,       0,       0,       0,       0,       0,   -2802,    2105,     882,     271,   -4426,       0,   -1649,   -1439,     133,     -77,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   85.6,   93.1,    2.9,    8.2,    3.3,    0.0,   96.7,   99.3,    3.3,    0.7,     50,      0,      0,      0,      0,      0,      0,.,      5,.,     28,     14,      0,     33,     19,    89.7,    95.8,    92.5,    97.4,    87.8,    92.9,    90.1,    94.5,"(500 XRP x $2.00 = $1000)","176LM1","FREX","176 ","F85","FutOnly"
"NANO XRP - COINBASE DERIVATIVES, LLC",260217,2026-02-17,176LM1,FREX,00,176 ,   31813,       0,       0,       0,       0,       0,       0,   28739,   26095,       0,    2200,    5422,       0,   30939,   31517,     874,     296,    1535,       0,       0,       0,       0,       0,       0,    1401,     836,       0,     186,     754,       0,    1587,    1590,     -52,     -55,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   90.3,   82.0,    0.0,    6.9,   17.0,    0.0,   97.3,   99.1,    2.7,    0.9,     49,      0,      0,      0,      0,      0,      0,      4,      5,      0,     24,     16,      0,     28,     21,    91.5,    95.7,    94.0,    97.2,    91.5,    95.7,    94.0,    97.2,"(500 XRP x $2.00 = $1000)","176LM1","FREX","176 ","F85","FutOnly"
"NANO XRP - COINBASE DERIVATIVES, LLC",260210,2026-02-10,176LM1,FREX,00,176 ,   30278,       0,       0,       0,       0,       0,       0,   27338,   25259,       0,    2014,    4668,       0,   29352,   29927,     926,     351,    1172,       0,       0,       0,       0,       0,       0,    1708,    2318,       0,    -429,   -1205,       0,    1279,    1113,    -107,      59,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   90.3,   83.4,    0.0,    6.7,   15.4,    0.0,   96.9,   98.8,    3.1,    1.2,     51,      0,      0,      0,      0,      0,      0,.,      4,      0,     26,     19,      0,     28,     23,    92.2,    94.5,    94.3,    96.2,    92.2,    94.5,    94.3,    96.2,"(500 XRP x $2.00 = $1000)","176LM1","FREX","176 ","F85","FutOnly"
"NANO XRP - COINBASE DERIVATIVES, LLC",260203,2026-02-03,176LM1,FREX,00,176 ,   29106,       0,       0,       0,       0,       0,       0,   25630,   22941,       0,    2443,    5873,       0,   28073,   28814,    1033,     292,   13656,       0,       0,       0,       0,       0,       0,   15635,   10145,       0,   -1861,    3422,       0,   13774,   13567,    -118,      89,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   88.1,   78.8,    0.0,    8.4,   20.2,    0.0,   96.5,   99.0,    3.5,    1.0,     53,      0,      0,      0,      0,      0,      0,.,      4,      0,     30,     16,      0,     33,     20,    89.9,    89.3,    91.9,    96.8,    89.9,    89.3,    91.9,    96.8,"(500 XRP x $2.00 = $1000)","176LM1","FREX","176 ","F85","FutOnly"
"NANO XRP - COINBASE DERIVATIVES, LLC",260127,2026-01-27,176LM1,FREX,00,176 ,   15450,       0,       0,       0,       0,       0,       0,    9995,   12796,       0,    4304,    2451,       0,   14299,   15247,    1151,     203,   -1860,       0,       0,       0,       0,       0,       0,   -2412,    -648,       0,     794,   -1186,       0,   -1618,   -1834,    -242,     -26,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   64.7,   82.8,    0.0,   27.9,   15.9,    0.0,   92.6,   98.7,    7.4,    1.3,     74,      0,      0,      0,      0,      0,      0,      4,.,      0,     52,     15,      0,     56,     18,    68.8,    93.3,    73.9,    96.1,    68.8,    93.3,    73.9,    96.1,"(500 XRP x $2.00 = $1000)","176LM1","FREX","176 ","F85","FutOnly"
"NANO XRP - COINBASE DERIVATIVES, LLC",260120,2026-01-20,176LM1,FREX,00,176 ,   17310,       0,       0,       0,       0,       0,       0,   12407,   13444,       0,    3510,    3637,       0,   15917,   17081,    1393,     229,   -2030,       0,       0,       0,       0,       0,       0,   -2419,   -3717,       0,     276,    1705,       0,   -2143,   -2012,     113,     -18,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   71.7,   77.7,    0.0,   20.3,   21.0,    0.0,   92.0,   98.7,    8.0,    1.3,     74,      0,      0,      0,      0,      0,      0,      4,      4,      0,     51,     15,      0,     55,     19,    73.2,    92.6,    77.5,    96.0,    73.2,    92.6,    77.5,    96.0,"(500 XRP x $2.00 = $1000)","176LM1","FREX","176 ","F85","FutOnly"
"XRP - COINBASE DERIVATIVES, LLC",260825,2026-08-25,176LM2,FREX,00,176 ,   20518,   17853,       0,       0,    1800,       0,       0,       0,   13822,     622,       0,    4824,     239,   20514,   19507,       4,    1011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,   87.0,    0.0,    0.0,    8.8,    0.0,    0.0,    0.0,   67.4,    3.0,    0.0,   23.5,    1.2,  100.0,   95.1,    0.0,    4.9,     20,.,      0,      0,.,      0,      0,      0,     15,.,      0,.,.,      6,     17,    98.1,    59.0,   100.0,    86.9,    95.8,    55.5,    95.8,    83.5,"(10,000 XRP x $2.00 = $20,000)","176LM2","FREX","176 ","F85","FutOnly"
"NANO XRP PERP STYLE - COINBASE DERIVATIVES, LLC",260825,2026-08-25,176LM3,FREX,00,176 ,   43036,       0,       0,       0,       0,       0,       0,   11908,   37028,       0,   25058,    3975,       0,   36966,   41003,    6070,    2033,    5343,       0,       0,       0,       0,       0,       0,    5222,    3217,       0,      12,     804,       0,    5234,    4021,     109,    1322,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   27.7,   86.0,    0.0,   58.2,    9.2,    0.0,   85.9,   95.3,   14.1,    4.7,    273,      0,      0,      0,      0,      0,      0,      4,     10,      0,    214,     45,      0,    218,     55,    31.9,    68.0,    38.8,    86.5,    31.9,    68.0,    38.8,    86.5,"(500 XRP x $2.00 = $1000)","176LM3","FREX","176 ","F85","FutOnly"
"NANO XRP PERP STYLE - COINBASE DERIVATIVES, LLC",260818,2026-08-18,176LM3,FREX,00,176 ,   37693,       0,       0,       0,       0,       0,       0,    6686,   33811,       0,   25046,    3171,       0,   31732,   36982,    5961,     711,    3327,       0,       0,       0,       0,       0,       0,    -268,    3169,       0,    3310,      62,       0,    3042,    3231,     285,      96,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   17.7,   89.7,    0.0,   66.4,    8.4,    0.0,   84.2,   98.1,   15.8,    1.9,    271,      0,      0,      0,      0,      0,      0,.,     14,      0,    231,     25,      0,    232,     39,    23.7,    68.0,    30.9,    89.6,    23.7,    68.0,    30.9,    89.6,"(500 XRP x $2.00 = $1000)","176LM3","FREX","176 ","F85","FutOnly"
"NANO XRP PERP STYLE - COINBASE DERIVATIVES, LLC",260811,2026-08-11,176LM3,FREX,00,176 ,   34366,       0,       0,       0,       0,       0,       0,    6954,   30642,       0,   21736,    3109,       0,   28690,   33751,    5676,     615,    4742,       0,       0,       0,       0,       0,       0,    1881,    4783,       0,    2764,     -30,       0,    4645,    4753,      97,     -11,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   20.2,   89.2,    0.0,   63.2,    9.0,    0.0,   83.5,   98.2,   16.5,    1.8,    249,      0,      0,      0,      0,      0,      0,      4,      8,      0,    209,     28,      0,    213,     36,    26.0,    73.0,    33.3,    91.0,    26.0,    73.0,    33.3,    91.0,"(500 XRP x $2.00 = $1000)","176LM3","FREX","176 ","F85","FutOnly"
"NANO XRP PERP STYLE - COINBASE DERIVATIVES, LLC",260804,2026-08-04,176LM3,FREX,00,176 ,   29624,       0,       0,       0,       0,       0,       0,    5073,   25859,       0,   18972,    3139,       0,   24045,   28998,    5579,     626,    3174,       0,       0,       0,       0,       0,       0,    4495,    2540,       0,   -1097,     608,       0,    3398,    3148,    -224,      26,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,   17.1,   87.3,    0.0,   64.0,   10.6,    0.0,   81.2,   97.9,   18.8,    2.1,    234,      0,      0,      0,      0,      0,      0,.,     10,      0,    188,     33,      0,    191,     43,    23.0,    67.2,    31.1,    87.7,    23.0,    67.2,    31.1,    87.7,"(500 XRP x $2.00 = $1000)","176LM3","FREX","176 ","F85","FutOnly"
"NANO XRP PERP STYLE - COINBASE DERIVATIVES, LLC",260728,2026-07-28,176LM3,FREX,00,176 ,   26450,       0,       0,       0,       0,       0,       0,     578,   23319,       0,   20069,    2531,       0,   20647,   25850,    5803,     600,    -702,       0,       0,       0,       0,       0,       0,     -68,     670,       0,    -782,   -1261,       0,    -850,    -591,     148,    -111,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    2.2,   88.2,    0.0,   75.9,    9.6,    0.0,   78.1,   97.7,   21.9,    2.3,    232,      0,      0,      0,      0,      0,      0,.,      9,      0,    196,     24,      0,    199,     33,    11.0,    73.7,    19.9,    91.0,    11.0,    73.7,    19.9,    91.0,"(500 XRP x $2.00 = $1000)","176LM3","FREX","176 ","F85","FutOnly"
"NANO XRP PERP STYLE - COINBASE DERIVATIVES, LLC",260721,2026-07-21,176LM3,FREX,00,176 ,   27152,       0,       0,       0,       0,       0,       0,     646,   22649,       0,   20851,    3792,       0,   21497,   26441,    5655,     711,    3059,       0,     -43,       0,       0,       0,       0,     202,    2231,       0,    2611,     920,       0,    2813,    3108,     246,     -49,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    2.4,   83.4,    0.0,   76.8,   14.0,    0.0,   79.2,   97.4,   20.8,    2.6,    238,      0,      0,      0,      0,      0,      0,      4,      8,      0,    196,     30,      0,    200,     38,    10.9,    71.9,    20.1,    88.8,    10.9,    71.9,    20.1,    88.8,"(500 XRP x $2.00 = $1000)","176LM3","FREX","176 ","F85","FutOnly"
"NANO XRP PERP STYLE - COINBASE DERIVATIVES, LLC",260714,2026-07-14,176LM3,FREX,00,176 ,   24093,       0,      43,       0,       0,       0,       0,     444,   20418,       0,   18240,    2872,       0,   18684,   23333,    5409,     760,   -2084,       0,       9,       0,       0,       0,       0,   -2539,   -2244,       0,     398,     126,       0,   -2141,   -2109,      57,      25,  100.0,    0.0,    0.2,    0.0,    0.0,    0.0,    0.0,    1.8,   84.7,    0.0,   75.7,   11.9,    0.0,   77.5,   96.8,   22.5,    3.2,    226,      0,.,      0,      0,      0,      0,.,      9,      0,    184,     30,      0,    186,     40,    12.1,    75.6,    19.5,    87.1,    12.1,    75.6,    19.5,    87.1,"(500 XRP x $2.00 = $1000)","176LM3","FREX","176 ","F85","FutOnly"
